Step,Agent_ID,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Orientation_W,Orientation_X,Orientation_Y,Orientation_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z,Action_Type,Action_Vector_0,Action_Vector_1,Action_Vector_2,Action_Vector_3,Curiosity_Reward,World_Loss,Self_Loss,VAE_Loss,VAE_KLD_Loss,Is_Interacting_Object,Is_Interacting_With_Other_Agent
36,0,-1.1789600833962037,-0.32146679117772947,0.19999000000000328,-1.2213943021682219,-1.382514743401597,9.725553695716371e-14,0.9458610921298982,0.28656616470386276,-0.09343193150663111,-0.12040391113537437,2.0767048715131216,-2.1407728706342404,2.874406742922792,left,0.0,-50.0,0.0,0.0,0.962651252746582,2.016636371612549,0.3270875811576843,1846.3228759765625,3.9353976249694824,0,0
36,1,1.2731723791751077,0.0035416461008919977,0.19998999999999803,0.19540226937640756,0.0591923380483166,1.0602629885170245e-14,-0.14317904081719382,0.2060693071315853,0.029812478801705688,0.9675465978632112,-0.17383422098535894,0.5738550672010363,-4.366825098311541e-14,backward,-50.0,0.0,0.0,0.0,1.0539852380752563,2.016636371612549,0.9153153300285339,1846.3228759765625,3.9353976249694824,0,0
40,0,-1.198233998871658,-0.34010455922716526,0.19459174850513214,-0.000263847325524532,-0.0022528121678166146,-0.32669519598725333,0.942585173175909,0.3088205864035799,-0.09762635233247198,-0.08143790304610428,2.3883046389326792e-15,-1.6743721450803036e-14,5.961673062859917e-31,left,0.0,-50.0,0.0,0.0,0.9375513792037964,1.922200322151184,0.32004138827323914,1666.95263671875,36.540504455566406,0,0
40,1,1.2903290222921189,0.008738830194218922,0.19998999999999767,0.0003037442240255275,9.219581545514562e-05,1.0602629885170245e-14,-0.15646496079648564,0.22318785008682523,0.03564542787667233,0.9614755863193115,-0.0004609790771220521,0.0015187211199593107,1.7302233214129608,rotate_left,0.0,0.0,0.0,5.0,0.9846490025520325,1.922200322151184,0.5313036441802979,1666.95263671875,36.540504455566406,0,0
44,0,-1.1901586375240822,-0.3425083579183612,0.1961227306327675,0.2078305039037011,-0.2582231826133335,0.02017705756820165,0.9430965713791772,0.3082613735150521,-0.09314526540164332,-0.08287184192903721,0.36107754569745626,0.375338461361033,-7.739615162452294e-15,left,0.0,-50.0,0.0,0.0,0.9864485859870911,1.9638092517852783,0.21243172883987427,1378.5921630859375,44.88422393798828,0,0
44,1,1.316909979491615,0.008861206980741056,0.1999899999999988,0.4749599067137132,-0.10048298322519687,-8.493206138382448e-15,-0.22150673656344202,0.24379935032202915,0.05144354226891542,0.9427885258096838,-0.06339021356025373,1.0068163249879236,3.285167101426377,rotate_left,0.0,0.0,0.0,5.0,0.977360725402832,1.9638092517852783,0.35715189576148987,1378.5921630859375,44.88422393798828,0,0
48,0,-1.1815499680375607,-0.3765441133404748,0.19721951545089267,0.059416191763845515,-0.7712808748421955,0.014454701995439856,0.9267025431857059,0.33546421176501906,-0.09031764350353551,-0.1432790366731562,1.6750431722177017,0.48263826339595556,-1.5747026136070559,left,0.0,-50.0,0.0,0.0,0.9362105131149292,1.8980329036712646,0.26220300793647766,1071.0921630859375,54.882991790771484,0,0
48,1,1.358014832114459,0.015140044200656958,0.19998999999999895,3.0386218862329408e-15,6.68989618048504e-16,4.052314039881821e-15,-0.29329068520502194,0.2783763662604218,0.06369385513619259,0.9123761644724735,-3.344948090242355e-15,1.5193109431163945e-14,-7.58608782675553e-31,stop,0.0,0.0,0.0,0.0,0.9618223309516907,1.8980329036712646,0.25122642517089844,1071.0921630859375,54.882991790771484,0,0
52,0,-1.1827824340629405,-0.4407153566960135,0.19800524437323444,-0.0951391994171731,-1.1700220221092412,0.010355246748446456,0.8989867249091135,0.4068071433327991,-0.06684149908824503,-0.14786152498276758,2.9209422113828776,0.17251159545918526,0.15185828162409876,left,0.0,-50.0,0.0,0.0,0.8740156888961792,1.770727276802063,0.20338326692581177,864.4142456054688,53.87078094482422,0,0
52,1,1.3739894250751288,0.027002073932502313,0.19998999999999903,0.4760082570991815,0.3534627838227872,4.496403249731884e-15,-0.2910452272423846,0.29564760747499635,0.06957087510300201,0.9072183095766652,-0.6811671463966078,0.9173276536859654,6.551076031017145e-14,backward,-50.0,0.0,0.0,0.0,0.8967115879058838,1.770727276802063,0.2158391773700714,864.4142456054688,53.87078094482422,0,0
